start_record	end_record	start_va	end_va	start_line	end_line	function	function_va	match_status	disposition
0x2d9c5e	0x2d9c93	0x800a4f30	0x800a4f30	8	8	GetSimObj__FiP18Object_tSimObjListPi	0x800a4f14	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2d9c55	0x2d9c9c	0x800a4f30	0x800a4f5c	6	14	GetSimObj__FiP18Object_tSimObjListPi	0x800a4f14	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2d9cc9	0x2d9cd2	0x800a4fb8	0x800a4fb8	27	27	GetSimObj__FiP18Object_tSimObjListPi	0x800a4f14	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2d9cc0	0x2d9cdb	0x800a4fb8	0x800a4fb8	27	27	GetSimObj__FiP18Object_tSimObjListPi	0x800a4f14	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2d9cb7	0x2d9ce4	0x800a4fb8	0x800a4fe0	27	32	GetSimObj__FiP18Object_tSimObjListPi	0x800a4f14	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2d9cae	0x2d9ced	0x800a4f88	0x800a4fe0	26	32	GetSimObj__FiP18Object_tSimObjListPi	0x800a4f14	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2d9ca5	0x2d9cf6	0x800a4f5c	0x800a4fe0	16	32	GetSimObj__FiP18Object_tSimObjListPi	0x800a4f14	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2d9c4c	0x2d9cff	0x800a4f14	0x800a4fe0	2	32	GetSimObj__FiP18Object_tSimObjListPi	0x800a4f14	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2d9c0c	0x2d9d08	0x800a4f14	0x800a4fe0	1	35	GetSimObj__FiP18Object_tSimObjListPi	0x800a4f14	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2d9e60	0x2d9e99	0x800a5058	0x800a50a8	13	19	Object_GetRadiusCollisionData__FP18Object_tSimObjListiP8coorddefPi	0x800a4fe8	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2d9e57	0x2d9ea2	0x800a5024	0x800a50a8	12	19	Object_GetRadiusCollisionData__FP18Object_tSimObjListiP8coorddefPi	0x800a4fe8	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2d9e4e	0x2d9eab	0x800a5024	0x800a50a8	10	22	Object_GetRadiusCollisionData__FP18Object_tSimObjListiP8coorddefPi	0x800a4fe8	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2d9e45	0x2d9eb4	0x800a4fe8	0x800a50d8	1	25	Object_GetRadiusCollisionData__FP18Object_tSimObjListiP8coorddefPi	0x800a4fe8	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2d9e05	0x2d9ebd	0x800a4fe8	0x800a50d8	1	27	Object_GetRadiusCollisionData__FP18Object_tSimObjListiP8coorddefPi	0x800a4fe8	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da081	0x2da08a	0x800a517c	0x800a517c	18	18	Object_GetPointsCollisionData__FP18Object_tSimObjListiPiP8coorddef	0x800a50f4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da078	0x2da093	0x800a517c	0x800a517c	18	18	Object_GetPointsCollisionData__FP18Object_tSimObjListiPiP8coorddef	0x800a50f4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da04b	0x2da09c	0x800a517c	0x800a51d0	18	35	Object_GetPointsCollisionData__FP18Object_tSimObjListiPiP8coorddef	0x800a50f4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da042	0x2da0a5	0x800a5174	0x800a51f0	17	42	Object_GetPointsCollisionData__FP18Object_tSimObjListiPiP8coorddef	0x800a50f4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da00f	0x2da0ae	0x800a5130	0x800a51f0	9	42	Object_GetPointsCollisionData__FP18Object_tSimObjListiPiP8coorddef	0x800a50f4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da006	0x2da0b7	0x800a50f4	0x800a5218	1	46	Object_GetPointsCollisionData__FP18Object_tSimObjListiPiP8coorddef	0x800a50f4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2d9fc6	0x2da0c0	0x800a50f4	0x800a5218	1	46	Object_GetPointsCollisionData__FP18Object_tSimObjListiPiP8coorddef	0x800a50f4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da120	0x2da138	0x800a5230	0x800a5250	1	7	Object_InitStatus__Fv	0x800a5230	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da198	0x2da1b0	0x800a5258	0x800a52b0	1	8	Object_KillStatus__Fv	0x800a5258	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da240	0x2da249	0x800a52c4	0x800a52e8	1	4	Object_GetAnim__FP13Trk_SimObject	0x800a52c4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da4c6	0x2da4cf	0x800a5484	0x800a5484	67	67	Object_CheckCollisionResults__FP18Object_tSimObjListiP13BO_tNewtonObj	0x800a52f0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da4bd	0x2da4d8	0x800a5484	0x800a5484	67	67	Object_CheckCollisionResults__FP18Object_tSimObjListiP13BO_tNewtonObj	0x800a52f0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da4e1	0x2da4ea	0x800a5484	0x800a5484	67	67	Object_CheckCollisionResults__FP18Object_tSimObjListiP13BO_tNewtonObj	0x800a52f0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da4b4	0x2da4f3	0x800a5484	0x800a5484	67	67	Object_CheckCollisionResults__FP18Object_tSimObjListiP13BO_tNewtonObj	0x800a52f0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da4ab	0x2da4fc	0x800a5484	0x800a54cc	66	69	Object_CheckCollisionResults__FP18Object_tSimObjListiP13BO_tNewtonObj	0x800a52f0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da520	0x2da529	0x800a54cc	0x800a54cc	74	74	Object_CheckCollisionResults__FP18Object_tSimObjListiP13BO_tNewtonObj	0x800a52f0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da517	0x2da532	0x800a54cc	0x800a54cc	74	74	Object_CheckCollisionResults__FP18Object_tSimObjListiP13BO_tNewtonObj	0x800a52f0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da53b	0x2da544	0x800a54cc	0x800a54cc	74	74	Object_CheckCollisionResults__FP18Object_tSimObjListiP13BO_tNewtonObj	0x800a52f0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da50e	0x2da54d	0x800a54cc	0x800a54cc	74	74	Object_CheckCollisionResults__FP18Object_tSimObjListiP13BO_tNewtonObj	0x800a52f0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da505	0x2da556	0x800a54cc	0x800a5548	73	76	Object_CheckCollisionResults__FP18Object_tSimObjListiP13BO_tNewtonObj	0x800a52f0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da4a2	0x2da55f	0x800a5484	0x800a5548	64	80	Object_CheckCollisionResults__FP18Object_tSimObjListiP13BO_tNewtonObj	0x800a52f0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da499	0x2da568	0x800a546c	0x800a5548	63	80	Object_CheckCollisionResults__FP18Object_tSimObjListiP13BO_tNewtonObj	0x800a52f0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da406	0x2da571	0x800a53c8	0x800a5548	39	80	Object_CheckCollisionResults__FP18Object_tSimObjListiP13BO_tNewtonObj	0x800a52f0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da3fd	0x2da57a	0x800a53c8	0x800a5548	34	85	Object_CheckCollisionResults__FP18Object_tSimObjListiP13BO_tNewtonObj	0x800a52f0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da3f4	0x2da583	0x800a53c0	0x800a5550	33	87	Object_CheckCollisionResults__FP18Object_tSimObjListiP13BO_tNewtonObj	0x800a52f0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da3eb	0x2da58c	0x800a53c0	0x800a5550	31	87	Object_CheckCollisionResults__FP18Object_tSimObjListiP13BO_tNewtonObj	0x800a52f0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da3e2	0x2da595	0x800a53b8	0x800a5558	30	89	Object_CheckCollisionResults__FP18Object_tSimObjListiP13BO_tNewtonObj	0x800a52f0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da3d9	0x2da59e	0x800a53b8	0x800a555c	24	99	Object_CheckCollisionResults__FP18Object_tSimObjListiP13BO_tNewtonObj	0x800a52f0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da3d0	0x2da5a7	0x800a52f0	0x800a555c	1	99	Object_CheckCollisionResults__FP18Object_tSimObjListiP13BO_tNewtonObj	0x800a52f0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da338	0x2da5b0	0x800a52f0	0x800a555c	1	103	Object_CheckCollisionResults__FP18Object_tSimObjListiP13BO_tNewtonObj	0x800a52f0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da629	0x2da632	0x800a5588	0x800a5588	1	1	Object_InitCustomObjects__Fv	0x800a5588	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da620	0x2da63b	0x800a5588	0x800a5588	1	1	Object_InitCustomObjects__Fv	0x800a5588	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da617	0x2da644	0x800a5588	0x800a5588	1	1	Object_InitCustomObjects__Fv	0x800a5588	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da6ad	0x2da6b6	0x800a560c	0x800a5654	1	9	Object_DeInitCustomObjects__Fv	0x800a560c	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da727	0x2da73f	0x800a566c	0x800a5710	1	17	Object_ClearCustomObjects__Fv	0x800a566c	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da71e	0x2da748	0x800a566c	0x800a572c	1	20	Object_ClearCustomObjects__Fv	0x800a566c	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da800	0x2da809	0x800a573c	0x800a57a0	1	10	SetCautionSurface__FP8coorddefP12BWorldSm_Pos	0x800a573c	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da971	0x2da97a	0x800a57ec	0x800a57ec	3	3	Object_AddCustomSimObject__FP9SceneElemii	0x800a57b0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da94e	0x2da983	0x800a57ec	0x800a57ec	3	3	Object_AddCustomSimObject__FP9SceneElemii	0x800a57b0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da8e1	0x2da98c	0x800a57ec	0x800a5924	3	48	Object_AddCustomSimObject__FP9SceneElemii	0x800a57b0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da8d8	0x2da995	0x800a57b0	0x800a5924	1	48	Object_AddCustomSimObject__FP9SceneElemii	0x800a57b0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2da8cf	0x2da99e	0x800a57b0	0x800a5924	1	51	Object_AddCustomSimObject__FP9SceneElemii	0x800a57b0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2daa12	0x2daa1b	0x800a5958	0x800a59a4	1	6	Object_GetObjDefID__Fi	0x800a5958	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2daadf	0x2daae8	0x800a59c4	0x800a59c4	2	2	Object_FindDefWithThisID__Fi	0x800a59ac	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2daabc	0x2daaf1	0x800a59c4	0x800a59c4	2	2	Object_FindDefWithThisID__Fi	0x800a59ac	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2daab3	0x2daafa	0x800a59c4	0x800a59f4	2	5	Object_FindDefWithThisID__Fi	0x800a59ac	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2daa9b	0x2dab03	0x800a59ac	0x800a59fc	2	6	Object_FindDefWithThisID__Fi	0x800a59ac	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2daa92	0x2dab0c	0x800a59ac	0x800a59fc	1	7	Object_FindDefWithThisID__Fi	0x800a59ac	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dac65	0x2dac6e	0x800a5a58	0x800a5a58	8	8	Object_AddCustomObject__FP9SceneElemi	0x800a5a04	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dac42	0x2dac77	0x800a5a58	0x800a5a58	8	8	Object_AddCustomObject__FP9SceneElemi	0x800a5a04	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dac89	0x2daca6	0x800a5b48	0x800a5b94	37	49	Object_AddCustomObject__FP9SceneElemi	0x800a5a04	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dac80	0x2dacaf	0x800a5b0c	0x800a5b94	36	49	Object_AddCustomObject__FP9SceneElemi	0x800a5a04	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dabd9	0x2dacb8	0x800a5a58	0x800a5c10	8	79	Object_AddCustomObject__FP9SceneElemi	0x800a5a04	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dad10	0x2dad19	0x800a5c2c	0x800a5c2c	101	101	Object_AddCustomObject__FP9SceneElemi	0x800a5a04	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2daced	0x2dad22	0x800a5c2c	0x800a5c2c	101	101	Object_AddCustomObject__FP9SceneElemi	0x800a5a04	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dacc1	0x2dad2b	0x800a5c2c	0x800a5c2c	101	101	Object_AddCustomObject__FP9SceneElemi	0x800a5a04	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dae05	0x2dae0e	0x800a5d10	0x800a5d40	131	132	Object_AddCustomObject__FP9SceneElemi	0x800a5a04	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dadb3	0x2dae17	0x800a5d10	0x800a5d40	131	132	Object_AddCustomObject__FP9SceneElemi	0x800a5a04	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dad86	0x2dae20	0x800a5d10	0x800a5d40	129	151	Object_AddCustomObject__FP9SceneElemi	0x800a5a04	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dad7d	0x2dae29	0x800a5cf8	0x800a5d40	128	151	Object_AddCustomObject__FP9SceneElemi	0x800a5a04	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dad74	0x2dae32	0x800a5c94	0x800a5d40	121	151	Object_AddCustomObject__FP9SceneElemi	0x800a5a04	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dad6b	0x2dae3b	0x800a5c80	0x800a5d40	118	151	Object_AddCustomObject__FP9SceneElemi	0x800a5a04	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dad34	0x2dae44	0x800a5c80	0x800a5d40	117	151	Object_AddCustomObject__FP9SceneElemi	0x800a5a04	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dabd0	0x2dae4d	0x800a5a58	0x800a5d40	6	188	Object_AddCustomObject__FP9SceneElemi	0x800a5a04	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dabc7	0x2dae56	0x800a5a04	0x800a5d40	1	188	Object_AddCustomObject__FP9SceneElemi	0x800a5a04	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dabbe	0x2dae5f	0x800a5a04	0x800a5d40	1	194	Object_AddCustomObject__FP9SceneElemi	0x800a5a04	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2daf68	0x2db006	0x800a5d58	0x800a5e74	1	36	GetObjMaxDimensions__FPP13Trk_ObjectDefP14Trk_SimpleInstP8coorddef	0x800a5d58	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2daf5f	0x2db00f	0x800a5d58	0x800a5e74	1	36	GetObjMaxDimensions__FPP13Trk_ObjectDefP14Trk_SimpleInstP8coorddef	0x800a5d58	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2db081	0x2db0c7	0x800a5f2c	0x800a5fc8	9	31	Object_InitIMassObjectInfo__Fv	0x800a5ed0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2db078	0x2db0d0	0x800a5ed0	0x800a5fc8	1	31	Object_InitIMassObjectInfo__Fv	0x800a5ed0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2db13b	0x2db144	0x800a5fdc	0x800a5ff4	1	3	Object_DeInitIMassObjectInfo__Fv	0x800a5fdc	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2db1ac	0x2db1b5	0x800a6004	0x800a6004	1	2	Object_GetNumIMassObjects__Fv	0x800a6004	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2db266	0x2db26f	0x800a6010	0x800a6010	1	4	Object_GetIMassObjectDimensions__FiP8coorddef	0x800a6010	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2db375	0x2db3a9	0x800a603c	0x800a61a8	1	26	Object_GetIMassObjectMotion__FiP8coorddefP10matrixtdefT1	0x800a603c	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2db36c	0x2db3b2	0x800a603c	0x800a61a8	1	26	Object_GetIMassObjectMotion__FiP8coorddefP10matrixtdefT1	0x800a603c	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2db4b9	0x2db4c2	0x800a61f8	0x800a61f8	1	2	Draw__23ObjectFinishedMultiAnimP13DRender_tViewP11Draw_DCachei	0x800a61f8	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2db73a	0x2db743	0x800a6200	0x800a6200	1	1	__15ObjectMultiAnimP8coorddefP7AnimDefP19Trk_CollideBoomInstP13Trk_ObjectDefP13Trk_SimObjectP23ObjectFinishedMultiAnim	0x800a6200	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2db712	0x2db74c	0x800a6200	0x800a6200	1	1	__15ObjectMultiAnimP8coorddefP7AnimDefP19Trk_CollideBoomInstP13Trk_ObjectDefP13Trk_SimObjectP23ObjectFinishedMultiAnim	0x800a6200	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2db755	0x2db75e	0x800a6200	0x800a62cc	1	18	__15ObjectMultiAnimP8coorddefP7AnimDefP19Trk_CollideBoomInstP13Trk_ObjectDefP13Trk_SimObjectP23ObjectFinishedMultiAnim	0x800a6200	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2db8a7	0x2db8de	0x800a6358	0x800a63d4	9	17	Draw__15ObjectMultiAnimP13DRender_tViewP11Draw_DCachei	0x800a62f8	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2db9cb	0x2dba0f	0x800a63d4	0x800a6434	23	35	Draw__15ObjectMultiAnimP13DRender_tViewP11Draw_DCachei	0x800a62f8	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dba44	0x2dba9d	0x800a6488	0x800a6574	50	75	Draw__15ObjectMultiAnimP13DRender_tViewP11Draw_DCachei	0x800a62f8	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dba21	0x2dbaa6	0x800a6488	0x800a6574	41	75	Draw__15ObjectMultiAnimP13DRender_tViewP11Draw_DCachei	0x800a62f8	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dba18	0x2dbaaf	0x800a6434	0x800a6574	35	75	Draw__15ObjectMultiAnimP13DRender_tViewP11Draw_DCachei	0x800a62f8	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2db8e7	0x2dbab8	0x800a63d4	0x800a66e8	19	105	Draw__15ObjectMultiAnimP13DRender_tViewP11Draw_DCachei	0x800a62f8	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2db89e	0x2dbac1	0x800a62f8	0x800a66e8	1	105	Draw__15ObjectMultiAnimP13DRender_tViewP11Draw_DCachei	0x800a62f8	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2db855	0x2dbaca	0x800a62f8	0x800a66ec	1	109	Draw__15ObjectMultiAnimP13DRender_tViewP11Draw_DCachei	0x800a62f8	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dbbcf	0x2dbbd8	0x800a671c	0x800a671c	1	1	Draw__22ObjectFinishedSignAnimP13DRender_tViewP11Draw_DCachei	0x800a671c	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dbee3	0x2dbeec	0x800a6764	0x800a6764	1	1	__14ObjectSignAnimP8coorddefiP7AnimDefP19Trk_CollideBoomInstP13Trk_ObjectDefP13Trk_SimObjectT1P22ObjectFinishedSignAnim	0x800a6764	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dbebb	0x2dbef5	0x800a6764	0x800a6764	1	1	__14ObjectSignAnimP8coorddefiP7AnimDefP19Trk_CollideBoomInstP13Trk_ObjectDefP13Trk_SimObjectT1P22ObjectFinishedSignAnim	0x800a6764	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dbf18	0x2dbffe	0x800a6864	0x800a6864	18	18	__14ObjectSignAnimP8coorddefiP7AnimDefP19Trk_CollideBoomInstP13Trk_ObjectDefP13Trk_SimObjectT1P22ObjectFinishedSignAnim	0x800a6764	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dbefe	0x2dc007	0x800a6764	0x800a6864	1	18	__14ObjectSignAnimP8coorddefiP7AnimDefP19Trk_CollideBoomInstP13Trk_ObjectDefP13Trk_SimObjectT1P22ObjectFinishedSignAnim	0x800a6764	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dc14e	0x2dc185	0x800a6a8c	0x800a6b08	9	17	Draw__14ObjectSignAnimP13DRender_tViewP11Draw_DCachei	0x800a6a38	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dc18e	0x2dc201	0x800a6b08	0x800a6b08	19	21	Draw__14ObjectSignAnimP13DRender_tViewP11Draw_DCachei	0x800a6a38	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dc145	0x2dc20a	0x800a6a38	0x800a6b08	1	21	Draw__14ObjectSignAnimP13DRender_tViewP11Draw_DCachei	0x800a6a38	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dc0fc	0x2dc213	0x800a6a38	0x800a6bf0	1	42	Draw__14ObjectSignAnimP13DRender_tViewP11Draw_DCachei	0x800a6a38	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dc2f1	0x2dc2fa	0x800a6c40	0x800a6c58	2	2	_._14ObjectSignAnim	0x800a6c10	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dc2e8	0x2dc303	0x800a6c40	0x800a6c60	2	2	_._14ObjectSignAnim	0x800a6c10	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dc2a9	0x2dc30c	0x800a6c10	0x800a6c8c	1	3	_._14ObjectSignAnim	0x800a6c10	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dc31e	0x2dc327	0x800a6c8c	0x800a6c8c	3	3	_._14ObjectSignAnim	0x800a6c10	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dc315	0x2dc330	0x800a6c8c	0x800a6cac	3	3	_._14ObjectSignAnim	0x800a6c10	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dc3d6	0x2dc3fe	0x800a6cc4	0x800a6cc4	1	1	_._22ObjectFinishedSignAnim	0x800a6cc4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dc410	0x2dc419	0x800a6cc4	0x800a6cc4	1	1	_._22ObjectFinishedSignAnim	0x800a6cc4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dc407	0x2dc422	0x800a6cc4	0x800a6ce8	1	1	_._22ObjectFinishedSignAnim	0x800a6cc4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dc502	0x2dc50b	0x800a6d28	0x800a6d40	2	2	_._15ObjectMultiAnim	0x800a6cf8	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dc4f9	0x2dc514	0x800a6d28	0x800a6d48	2	2	_._15ObjectMultiAnim	0x800a6cf8	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dc4ba	0x2dc51d	0x800a6cf8	0x800a6d74	1	3	_._15ObjectMultiAnim	0x800a6cf8	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dc52f	0x2dc538	0x800a6d74	0x800a6d74	3	3	_._15ObjectMultiAnim	0x800a6cf8	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dc526	0x2dc541	0x800a6d74	0x800a6d94	3	3	_._15ObjectMultiAnim	0x800a6cf8	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dc5e9	0x2dc611	0x800a6dac	0x800a6dac	1	1	_._23ObjectFinishedMultiAnim	0x800a6dac	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dc623	0x2dc62c	0x800a6dac	0x800a6dac	1	1	_._23ObjectFinishedMultiAnim	0x800a6dac	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dc61a	0x2dc635	0x800a6dac	0x800a6dd0	1	1	_._23ObjectFinishedMultiAnim	0x800a6dac	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2dc6c3	0x2dc6cc	0x800a6de0	0x800a6de0	1	1	_._10ObjectAnim	0x800a6de0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2de05d	0x2de090	0x800a6e14	0x800a6e58	1	52	Paths_StartUp__Fv	0x800a6e14	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2ed59e	0x2ed5b8	0x800a6e60	0x800a6edc	1	22	PauseMenu_FullText__FPcsss	0x800a6e60	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x2ed677	0x2ed6a4	0x800a6f14	0x800a6f5c	1	13	PauseMenu_MenuTextPositioned__Fssss	0x800a6f14	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
